Full Name,Winnings
JOSE MORENO B,210
,200
RENE M,200
ULRICH P,20060
PIZARRO,24130
BJÖRN C,17490
LAMI,11530
JAN S,9220
BRUCE LEE,6980
LAYSLIGHT,5420
NIKLAS K,5000
HASAN K,3060
NICK LAVIT,2570
TANGO,2570
HAMBURG,2220
AYHAN B,2220
MARC PHILIP F,2000
GERD MÜLLER,2000
HAMBURG,1780
DAREK T,1780
ALI A,1570
DIMITRI S,1570
MARCO D,1570
ANDREAS K,1400
DANIEL B,1400
COBRA,1400
BRANKO SKOPJE,1250
PETER W,1250
DR. PDR. P,1250
BILLE,1140
MÜTZE,1140
HERMANN MARCUS B,1140
MIRI H,1140
VIKTOR W,1050
ADRIATIK A,1050
MILFHUNTER,1050
,1050
JULIEN C,1050
,29510
,19140
,14320
,11530
,9220
,6980
,5420
,3710
,3060
,2570
,2570
,2220
,2220
,2000
,2000
,1780
,1780
,1570
DIMITRI S,1570
MARCO D,1570
ANDREAS K,1400
DANIEL B,1400
COBRA,1400
BRANKO SKOPJE,1250
PETER W,1250
DR. PDR. P,1250
BILLE,1140
MÜTZE,1140
HERMANN MARCUS B,1140
MIRI H,1140
VIKTOR W,1050
ADRIATIK A,1050
MILFHUNTER,1050
,1050
JULIEN C,1050
HAMBURG,9740
BRANKO,6950
STEFAN S,4870
JAN G,3550
MAX B,2640
MARIO W,1910
MICKEY MOUSSE,1290
BJÖRN M,940
BLACK MAMBA,730
DER LEHRER,590
M. HARTMANNM. HARTMANN,520
IGOR K,520
HERMANN B,520
KLAUS H,550
MICHAEL O,550
MICHAEL Z,550
CHRISTIAN B,550
NIKLAS K,550
HELGI ERNST M,550
NIKLAS R,550
JOE COCKER JR,550
VICTOR,550
BOCKOLLOS,550
NASAR N,550
WUDDEL,550
DRAGAN S,550
MICHAEL K,550
M. HARTMANNM. HARTMANN,550
BOL SANS,550
YVONNE F,550
HÜSEYIN C,550
,9740
,6950
,4870
,3550
,2640
,1910
,1290
,940
,730
,590
,520
,520
,520
MIMO,30
,30
HASAN K,30
ANDREE E,30
MATTHIAS K,30
COBRA,30
CARLOS S,30
MICHAEL R,30
MARIO S,30
PETER W,30
Bubble JOACHIM K,150
MEHDI T,9435
DRAGAN S,9425
A.R.A.R.,8510
NORBERT K,8290
,7730
,3480
PATRICK L.PATRICK L.,2540
GREENMAN,1860
ÖMER Y,1540
MATTHIAS F,1300
ENIS H,1300
ABDULRAHMAN A,1160
GUIDO N,1160
NINUS S,1050
ADVOKAT,1050
FIKRET A,950
CLEMENS M,950
HEIKO S,840
FIRAT A,840
MARKUS B,840
KAHL,770
SVEN T,770
BALKAN,770
MOSAA,700
TOMMY T.G.TOMMY T.G.,700
FABIAN D,700
CHRISTIAN J,700
MICK H,630
CAGLAR A,630
HASAN K,630
,15430
,10290
,7220
,5860
,4590
,3480
,2540
,1860
,1540
,1300
,1300
,1160
,1160
,1050
,1050
,950
,950
,840
,840
,840
,770
,770
,770
,700
,700
,700
,700
,630
,630
,630
AC Deepstack,330
Monster,330
Challenge,220
ROBERT S,28080
TIM O,28080
MATTHIAS P,15780
MUSA Z,12790
MOZART,10020
BRUNO B,7610
MAX KOHLE,5560
ANDY HILLS,4060
CAGLAR A,3360
HAKAN SÜKÜR,2850
,2850
JEFFREY G,2540
DERJO,2540
DER APFELKUCHEN,2300
DR.P.DR.P.,2300
BAHADIR K.BAHADIR K.,2070
KABI K.KABI K.,2070
PATRICK L.PATRICK L.,1840
MICHAELA J.MICHAELA J.,1840
VITO,1840
ALEXANDER,1680
MALIK G.MALIK G.,1680
MARC PHILLIP F.MARC PHILLIP F.,1680
MARCUS V.MARCUS V.,1520
BASSIM,1520
MOHAMMAD,1520
DR ACULA,1520
NICLAS M.NICLAS M.,1370
MR. ROBOTMR. ROBOT,1370
CHRISTIAN STRATMEYER,1370
,33690
,22470
,15780
,12790
,10020
,7610
,5560
,4060
,3360
,2850
,2850
,2540
,2540
,2300
,2300
Bahadir K.Bahadir K.,2070
Kabi K.Kabi K.,2070
Patrick L.Patrick L.,1840
Michaela J.Michaela J.,1840
Vito,1840
Alexander B.Alexander B.,1680
Malik G.Malik G.,1680
Marc-Philip F.,1680
Marcus V.Marcus V.,1520
Bassim B.Bassim B.,1520
Mohammad Q.Mohammad Q.,1520
Dr. AculaDr. Acula,1520
Nikolas M.Nikolas M.,1370
Mr. RobotMr. Robot,1370
Christian S,1370
,10325
JASCHA,7480
FIKRET A,5520
ROMAN G,3920
SSIL W,2850
ANDRZEJ S,2140
THOMAS P,1430
MICKEY MOUSE,1070
NADHIR G,890
,204
,10325
,7480
,5520
,3920
,2850
,2140
,1430
,1070
,890
MOHAMMAD Q,4690
ADVOKAT,4000
AACI,2370
F. JUNGEF. JUNGE,1780
RAVI G,1420
S. JACOBSS. JACOBS,1150
THOMAS M,910
ROMAN D,690
DRAGAN S,510
ABDULRAHMAN A,410
MIROSLAV M,410
,370
ALEXANDER N,370
DER LEHRER,340
ROBERT E,340
HASAN K,12540
BÄCKERMEISTER,12540
HAKAN SÜKÜR,6840
LUCKYPAD,5130
JULES,4100
CANCAN,3310
MR. GRANDEMR. GRANDE,2620
KAHL,2000
ROBERT R,1480
MOHAMMAD Q,1200
FRANK S,1200
INGRID H,1050
ANDREAS K,1050
ZARATHUSTRA,970
TOBIAS S,970
,58170
Glitchsystem,55900
Stiffler,32970
A.R.A.R.,26540
Max Color,20810
Walid,15890
Anders B.Anders B.,11250
Sören J.Sören J.,8930
Steven A.Steven A.,7140
,5870
Dimitri,5870
Harry Hirsch,5170
Parwesh K.Parwesh K.,5170
Jesper F.Jesper F.,4640
Mozart,4640
Tosch L.Tosch L.,4150
Nic the Quick,4150
Clemens M.Clemens M.,4150
Karl Ludwig,3620
Benjamin K.Benjamin K.,3620
Sami J.Sami J.,3620
Anders A.Anders A.,3270
David M.David M.,3270
Michael S.Michael S.,3270
Davor B.Davor B.,2920
Jesper H.Jesper H.,2920
Robert R.Robert R.,2920
Suksan P.Suksan P.,2570
Sabri S.Sabri S.,2570
Gerd,2570
Florian B.Florian B.,2570
Rocco,2250
Leonida M.Leonida M.,2250
Gerd Müller,2250
Ali K.Ali K.,2250
After Dark ITM,2250
Thorben V.Thorben V.,2250
Bruno B.Bruno B.,2110
Branko Skopje,2110
Tobias S.Tobias S.,2110
Adrian A.Adrian A.,2110
Andreas G.Andreas G.,2110
Costar,2110
Wildfuchs,2110
Diether G.Diether G.,2110
,14820
,10260
,6840
,5130
,4100
,3310
,2620
,2000
,1480
,1200
,1200
,1050
,1050
,970
,970
,69850
,44220
,32970
,26540
,20810
,15890
,11250
,8930
,7140
,5870
,5870
,5170
,5170
Jesper F.Jesper F.,4640
Mozart,4640
Tosch L.Tosch L.,4150
Nic the Quick,4150
Clemens M.Clemens M.,4150
Karl Ludwig,3620
Benjamin K.Benjamin K.,3620
Sami J.Sami J.,3620
Anders A.Anders A.,3270
David M.David M.,3270
Michael S.Michael S.,3270
Davor B.Davor B.,2920
Jesper H.Jesper H.,2920
Robert R.Robert R.,2920
Suksan P.Suksan P.,2570
Sabri S.Sabri S.,2570
Gerd,2570
Florian B.Florian B.,2570
Rocco,2250
Leonida M.Leonida M.,2250
Gerd Müller,2250
Ali K.Ali K.,2250
After Dark ITM,2250
Thorben V.Thorben V.,2250
Bruno B.Bruno B.,2110
Branko Skopje,2110
Tobias S.Tobias S.,2110
Adrian A.Adrian A.,2110
Andreas G.Andreas G.,2110
Costar,2110
Wildfuchs,2110
Diether G.Diether G.,2110
,69850
,44220
,32970
,26540
,20810
,15890
,11250
,8930
,7140
,5870
,5870
,5170
,5170
,4640
,4640
,4150
,4150
,4150
,3620
,3620
,3620
,3270
,3270
,3270
,2920
,2920
,2920
,2570
,2570
,2570
,2570
,2250
,2250
,2250
,2250
,2250
,2250
,2110
,2110
,2110
,2110
,2110
,2110
,2110
,2110
MATTHIAS R.MATTHIAS R.,32590
CLEMENS B.CLEMENS B.,30000
MICHAL M.MICHAL M.,19120
DAREK T.DAREK T.,13330
JACK THE RIPPER,9270
MR. GRANDEMR. GRANDE,6950
ANDREAS G.ANDREAS G.,4640
THOMAS M,1100
DIRK B,1100
PIPOINZAGHI,1100
ROBERT R,1100
ADRIATIK A,1100
JAN M,1100
EMRAH C,1100
RACKETE,1100
KAZEM V,1100
S. JACOBSS. JACOBS,1100
CHRISTIAN I,1100
TOBIAS P,1100
LEVAN R,1100
JOSE MORENO B,662
,37090
,25500
,19120
,13330
,9270
,6950
,4640
,14340
Minh,13000
,7420
Andreas W.Andreas W.,5810
Klaus M.Klaus M.,4680
Denis D.Denis D.,3650
Willm E.Willm E.,2890
Joshua G.Joshua G.,2250
Dierk F.Dierk F.,1700
Mohammad V.Mohammad V.,1310
Layslight,1310
Spanier,1220
Zlatan,1220
ROLAND R2.200 Ticket + 9 €,2200
ROBERT E2.200 Ticket + 9 €,2200
THOMAS M2.200 Ticket + 9 €,2200
CHRISTIAN V2.200 Ticket + 9 €,2200
BUFFALO BILL2.200 Ticket + 9 €,2200
VOLKAN K2.200 Ticket + 9 €,2200
COBRA2.200 Ticket + 9 €,2200
BENJAMIN R2.200 Ticket + 9 €,2200
,16120
,11220
,7420
,5810
,4680
,3650
,2890
,2250
,1700
,1310
,1310
,1220
,1220
PATRICK F1.100 Ticket + 50 €,1100
AXEL H1.100 Ticket + 50 €,1100
STEFFEN B1.100 Ticket + 50 €,1100
WALID A1.100 Ticket + 50 €,1100
BRUNO B1.100 Ticket + 50 €,1100
Die Konkurrenz1.100 Ticket + 50 €,1100
BOL SANS1.100 Ticket + 50 €,1100
PIPOINZAGHI1.100 Ticket + 50 €,1100
COBRA1.100 Ticket + 50 €,1100
BUFFALO BILL1.100 Ticket + 50 €,1100
PETER F1.100 Ticket + 50 €,1100
FRANS1.100 Ticket + 50 €,1100
AACI1.100 Ticket + 50 €,1100
KLAUS H1.100 Ticket + 50 €,1100
YVONNE F.YVONNE F.,700
HASAN K,20785
JOHANNES W,13160
GERD MÜLLER,9810
LAYSLIGHT,7900
STEFAN G,6190
ALIN P,4730
ZOCKERDIMA,3450
JOERG M,2550
JAN G,2120
STEFAN S,1730
FELIX A,1730
,1520
MARCO POLO,1520
MARCEL D,1360
JOSHUA G,1360
MARTIN B,1360
ERAY A,1230
SUKSAN P,1230
MICHAEL B,1080
,1080
AXEL H,1080
MERAB M,970
,970
MAXIMILIAN M,970
ZE ROBERTO,870
ALEXANDER N,870
ENNO P,870
BORIS M,760
ADVOKAT,760
CAGLAR A,760
OLIVER N,760
BOSMAN,670
BENJAMIN S,670
SONIE S,670
PARWESH K,670
BOL SANS,670
CHRISTIAN R,670
BENJAMIN R,630
IRFAN D,630
TIM G,630
WOLFGANG M,630
FRANK S,630
JOE COCKER JR,630
,630
DIRK M,315
TOMISLAV M,315
,20795
,13160
,9810
,7900
,6190
,4730
,3470
,2550
,2090
,1760
,1760
,1550
,1550
,1390
,1390
,1180
,1230
,1230
,1080
,1080
,1080
,970
,970
,970
,870
,870
,870
,760
,760
,760
,760
,670
,670
,670
,670
,670
,670
,630
,630
,630
,630
,630
,630
,630
,630
EdvinO.,1100
DraganS.,1100
JacobsS.,1100
Costar,1100
ZiyaO.,1100
TommyO.,625
Deniz1100€ T. + 55€,1100
Piedro1100€ T. + 55€,1100
Rizkallah1100€ T. + 55€,1100
Alen1100€ T. + 55€,1100
Bektan1100€ T. + 55€,1100
Miroslav1100€ T. + 55€,1100
JacobusR.,370
JoshauaG.,1100
DietmarS.,1100
BasiruJ.,1100
G.,1100
ÖmerY.,1100
FrankZ.,1100
Bubble DirkB.,270
BrankoS.,1100
IrfanD.,1100
Karl Ludwig,1100
AlenB.,1100
TahirC.,1100
HeinzB.,1100
ErcanD.,1100
NilsM.,1100
NicoD.,1100
TahirC.,1100
MatthiasR.,1100
FrankS.,1100
QuasimM.,1100
PatrickL.,1100
MorvaridH.,1100
MichaelS.,1100
AlinP.,1100
Hans Dirk1100€ T. +55€,1100
Vedran1100€ T. +55€,1100
Miriam1100€ T. +55€,1100
Branko1100€ T. +55€,1100
Oguz1100€ T. +55€,1100
OliverK.,425
BrankoTicket 1.110€ + 55€,1110
HamedTicket 1.110€ + 55€,1110
TimoTicket 1.110€ + 55€,1110
KrunoslavTicket 1.110€ + 55€,1110
G.,680
MichaelTicket 1.100€ +50€,1100
BlerimTicket 1.100€ +50€,1100
RobertTicket 1.100€ +50€,1100
WilhelmTicket 1.100€ +50€,1100
GüntherW.,200
MICKEY MOUSE,15750
HASAN K,10530
FRANK M,7110
BENNET S,5810
EDUARD S,4580
SIMKE S,3520
SIAMAK A,2570
ZE ROBERTO,1860
CHRISTIAN R,1530
,1300
CHRISTIAN K,1300
HENDRIK R,1130
,1130
FABIAN D,1030
MOHAMMAD Q,1030
KAHL,920
DRAGAN S,920
SASCHA K,920
NASAR N,820
MARIO S,820
ANDREAS O,820
PATRICK LORENZ,750
OLIVER N,750
LE PROFESSOR,750
MICHAEL B,750
,15750
,10530
,7110
,5810
,4580
,3520
,2570
,1860
,1530
,1300
,1300
,1130
,1130
,1030
,1030
,920
,920
,920
,820
,820
,820
,750
,750
,750
,750
JOSHUA GEBISSA,18420
HENDRIK R,12720
HASAN K,8840
SONETSCHKO,6430
HONEYMAKER,4660
PATRICK L,3390
U.N.V.E.V.U.N.V.E.V.,2190
JACEN,1590
THORSTEN H,1240
MATTHIAS K,950
HERMANN MARCUS B,710
FISHRAM,710
MICHAEL O,710
OGUZ D,600
MARIAN LE,600
CHRISTIAN V,600
HAKAN SÜLEUR,490
ANDREAS V,490
ZWIRBEL,490
FEYLO,490
MARCO L,460
JENNA,460
KLAUS H,460
NENAD S,460
MORTEN O,420
NIKLAS R,420
TOMMY T.G.TOMMY T.G.,420
DENNIS N,420
,420
JONAS B,420
,18420
,12720
,8840
,6430
,4660
,3390
,2190
,1590
,1240
,950
,710
,710
,710
,600
,600
,600
,490
,490
,490
,490
,460
,460
,460
,460
,420
,420
,420
,420
,420
,420
MEGASIGGI,4095
PASCAL BORKOWSKI,2525
,2480
CHRISTIAN STOBOY,2055
MARCEL BOLT,1995
PATRICK COHRS,900
ALEXOS,610
CARLOS SPODDIG,440
TIC TAC,340
FEYLO,260
MARIO SCHULZ,210
CHRISTIAN INSELMANN,210
SONNETSCHKO,210
ZLATIBOR DUJKOVIC,170
BRANKO,170
MARCO WODRICH,170
NIKOLAS,160
,160
ORGANISATOR,160
CHRISTOS,160
,4630
,3290
,2310
,1680
,1240
,900
,610
,440
,340
,260
,210
,210
,210
,170
,170
,170
,160
,160
,160
,160
TOBIAS BERBEN,1305
EDVIN OSMANI,1000
MATTHIAS SCHOMBURG,1000
,1000
RENE WULLBRAND,460
KEVIN CORTS,360
ANDREE ELENDT,290
CIHAN TOKTAS,230
,150
DIMITRI STEINFEUER,36035
ZARATHUSTRA,23500
HEINZ BERGMANN,17500
MUHARREM BILGIN,17500
MANUEL GARCIA GONZALEZ,9660
BLACK BARON,7140
DIRK VOLQUARDSEN,4610
BE COOL,3350
NICK THE QUICK,2600
RASCHPLATZTAUBE,2010
BRANKO,1490
STEFAN SCHMIDT,1490
AACI MAGIC,1490
SÖNKE HANSEN,1260
ALEXANDER KELLER,1260
BERBEN,1260
SPEER,1040
MATTHIAS SCHOMBURG,1040
REIN DIE STEINE,1040
EAZY,1040
LEWE THIESEN,970
ERCAN ACAR,970
Thomas Schwanbeck,970
Advokat,970
Andreas Ulrich,890
Mike Nguyen,890
Lehrer,890
Reiner Packross,890
Michael Oswald,820
Thomas Kazemieh,820
Bruce Lee,820
Herbert Knebel,820
Eiskönig,820
Sherlock,820
,37145
,25870
,18140
,13380
,9660
,7140
,4610
,3350
,2600
,2010
,1490
,1490
,1490
,1260
,1260
,1260
,1040
,1040
,1040
,1040
,970
,970
Thomas Schwanbeck,970
Advokat,970
Andreas Ulrich,890
Mike Nguyen,890
Lehrer,890
Reiner Packross,890
Michael Oswald,820
Thomas Kazemieh,820
Bruce Lee,820
Herbert Knebel,820
Eiskönig,820
Sherlock,820
MICKEY MOUSE,6465
VITO,4690
HERMANN MARCUS BEHRENS,3350
BRANKO,2370
,1740
DER BANGER,1270
FABIAN DEMAND,870
SCHMIDDEL,620
OLIVER K.OLIVER K.,490
ETHEREUM,450
MR. GRANDEMR. GRANDE,200
REINHARD NACK,20
VEDAT COKNEZ,20
MIKE SCHMIDT,20
HELGI ERNST MÜNSTER,20
TIMO JAN JOBMANN,20
CARLOS SPODDIG,20
WALDEMAR KOPYL,20
CHRISTOPHER B.CHRISTOPHER B.,20
JOSE MORENO BACALLA,20
PATRICK LORENZ,20
TOBIAS KLEIPODSZUS,20
DIEKE MEYER,20
MICHAEL WITTER,20
NADIR ARSLAN,20
UWE GERSTL,20
JASMINKO HASANOVIC,20
MARKUS KENTZLER,20
,6515
,4730
,3380
,2390
,1760
,1280
,880
,630
,500
,450
DierkF.,550
GoranM.,550
TahirC.,550
BrankoS.,550
DraganS.,550
JohannesH.,550
AlexanderG.,550
MuharremB.,550
HeinzB.,550
ChristianR.,550
ThomasW.,550
PATRICK LORENZ,5982
CARLOS SPODDIG,5982
PIT FRICKER,4750
RIZKALLAH,4750
KEVIN CORTS,2134
MICHAELLA HEINBOCKEL,1670
KARSTEN HEINBOCKEL,1299
NOAH EL AMMAR,1114
BRANKO,974
DAVOR BENDIN,835
HEINZ BERGMANN,742
SETI,742
,742
CHRISTOS,673
INSANE,673
OANH NGUYEN,673
KEMALETTIN CEYLAN,603
BENJAMIN MARIO REINCKE,603
ZWIRBEL,603
RAINER LAUE,534
SERGEJ WUNDERLICH,534
FALCO TIETJEN,534
MERGIM NIKOLIQI,464
CHRISTOPHER BERNARD,464
,464
JASMINKO HASANOVIC,464
OKE LOOFT,464
CHRISTIAN EBERT,394
VITKOR KATONA,394
SONNENSCHEIN,394
THOMAS MERTEN,394
MARKUS KENTZLER,394
CHRISTIAN FRÖMKE,394
MAIKEL,394
,348
GERD KOWALSKI,348
NORBERT STROMINSKI,348
ENRICO BONKE,348
,348
KEVIN KÜPPER,348
WALID,348
AMADI,348
THORSTEN HOLST,348
LEWE THIESEN,348
FRANK SCHMIDT,348
PZWG,348
CARLOS SPODDIG,15695
DAREK TOBAJ,15500
MERAB MELADZE,8870
CHRIS GAZELLE,6460
POMMES,4680
MICK HEDER,3410
TOMMY T. G.TOMMY T. G.,2200
BRANKO,1600
STEVO,1240
BEHZAD ZARNEGAR,960
STEFFEN BODDIN,710
ALEXANDROS,710
ZLATIBOR DUJKOVIC,710
BILLE,600
,600
DR. SUDR. SU,600
CAGLAR AYTEKIN,500
BAGGERSOHN,500
JOHANNES WAßMUTH,500
APOSTOLOS TSIKARIS,500
JONNY BLUE,460
JOACHIM LESKE,460
SASA PILJANOVIC,460
MR. XMR. X,460
HASAN KILINC,430
MARC FISCHER,430
CHRISTIAN INSELMANN,430
ANDREAS PIDDE,430
CHARLENE,430
TOM QUANTER,430
HANNO OFFEN,33570
SAMI JACOBS,23260
JACEM,16150
TANAKA,11760
NADIR ARSLAN,8530
BJÖRN CARSTENSEN,6200
,4010
VIKING,2910
MICKEY MOUSE,2260
MANDRAKE,1740
MICHAEL OSWALD,1290
DONALD TRUMPF,1290
FELIX,1290
ERKAN YILDIRIM,1100
KATONA,1100
JOBBI,1100
ANDY STONE,900
JENS PETER THOMSEN,900
WILDFUCHS,900
CARSTEN SCHUMACHER,900
BLACK MAMBA,840
BUMBELOW,840
CHRISTIAN FRÖMKE,840
MOJO,840
B.LOVEB.LOVE,780
OGUZ DILGIN,780
VAFA,780
SOETSCHKO,780
DOLLAHECHT,780
DIMITRI STEINFEUER,780
,33570
,23260
,16150
,11760
,8530
,6200
,4010
,2910
,2260
,1740
,1290
,1290
,1290
,1100
,1100
,1100
,900
,900
,900
,900
,840
,840
,840
,840
,780
,780
,780
,780
,780
,780
Fisk,5250
DJ Babylon,5400
Christian T.Christian T.,5390
Stefan S.Stefan S.,4920
Max B.Max B.,4190
Edvin O.Edvin O.,1610
Bubble Laszlo B.Laszlo B.,500
CARLOS SPYDER,550
TOMMY O.TOMMY O.,550
LENNY M.LENNY M.,550
TURGUT D.TURGUT D.,550
CHRISTIAN I.CHRISTIAN I.,550
MICHAELA J.MICHAELA J.,550
HENRY S.HENRY S.,550
MICHAEL D.MICHAEL D.,550
AMIR P.AMIR P.,550
RIZKALLAH K.RIZKALLAH K.,550
MIRCO P.MIRCO P.,550
MATTHIAS K.MATTHIAS K.,550
ERCAN A.ERCAN A.,550
SELMAN B.SELMAN B.,550
,8725
,6540
,4910
,3270
,2180
,1640
KastriotE.,550
AlemS.,550
FranzB.,550
OdyssefsK.,550
HolgerK.,550
MehdiT.,550
NejatG.,550
WilhelmA.,550
VedranM.,550
TemelS.,550
MiroslavM.,550
Pedram Pirayesh,13280
Cirk,12050
Gregor,11070
Tanaka,9370
Dirk B.Dirk B.,4720
Thorsten W.Thorsten W.,3420
Christian B.Christian B.,2260
Wilhelm A.Wilhelm A.,1570
Michael W.Michael W.,1270
Niels T.Niels T.,990
Andreas W.Andreas W.,790
Vedran,790
Alem S.Alem S.,790
Flüchtling,650
Norbert K.Norbert K.,650
Stefan T.Stefan T.,650
Suskan P.Suskan P.,550
Jose Moreno B.Jose Moreno B.,550
Uwe B.Uwe B.,550
Michaela J.Michaela J.,550
Chrestian,480
Lewe T.Lewe T.,480
,480
Andrea S.Andrea S.,480
,17890
,12650
,8760
,6430
,4720
,3420
,2260
,1570
,1270
,990
,790
,790
,790
,650
,650
,650
,550
,550
,550
,550
,480
,480
,480
,480
,6
,4
,4
,4
,4
,1
,1
,89000
,72000
,59500
,51500
,45500
,40500
,40500
,40500
WILHELM AXER,23500
DASKALOS,20700
OUTLIER,18000
YILDIRAY CAM,15000
D.S.D.S.,8050
DENNIS WILKE,5840
STEFAN SCHMIDT,3970
JAMILA VON PERGER,2840
HANNO OFFEN,2210
PATRICK LORENZ,1700
HAMBURG,1360
ANDRE HANEBERG,1360
ABU HASSAN,1360
MÜTZE,1130
DOGAN TEMEL,1130
ZLATIBOR DUJKOVIC,1130
VEDRAN MANDIC,1020
MOUSSA KHANAFER,1020
TRONG HIEU NGUYEN,1020
REGULAR DONK,1020
,30090
,21320
,14970
,10890
,8050
,5840
,3970
,2840
,2210
,1700
,1360
,1360
,1360
,1130
,1130
,1130
,1020
,1020
,1020
Petelkau,3670
,3480
Gerstl,3445
Kourkis,2375
Demand,1960
Ahmadi,1060
Wolfschütz,710
Hamburg,530
Kahl,440
Florian H.Florian H.,4800
Timo S.Timo S.,4710
Monir,4500
Erkan S.Erkan S.,4500
Christian S.Christian S.,4500
Stefan N.Stefan N.,4000
Nino Oscar V.Nino Oscar V.,4000
Christian N.Christian N.,3900
Alaettin K.Alaettin K.,3800
Thomas H.Thomas H.,750
Jonas R.Jonas R.,645
Harro B.Harro B.,535
Doris W.Doris W.,535
Thomas W.Thomas W.,535
Homayonn T.Homayonn T.,430
Holger D.Holger D.,430
Arndt B.Arndt B.,430
,10765
,8170
,6020
,4300
,3225
,2255
,1720
,1290
,965
,750
,645
,535
,535
,535
,430
,430
,430
THOMAS KAZEMIEH,3601
MARCO URBAT,2500
MARCO WENDT,1650
CARSTEN CHYLLA,1290
DENNIS JENSS,1040
LOTHAR KIPP,810
MICHAEL BRANDES,640
RUSIAN KLAUSER,500
THOMAS HAPP,380
ENGIN AKGÜL,290
,290
ERIK RACHOW,270
ENTENG LIMBARA,270
Marco Dittmann,22840
Marco Wodrich,18000
Dennis Rohrwick,11660
Carina Hellwig,9260
Benoit Kuhn,7260
Patrick Lorenz,5690
Pawel Jarosz,4280
Gregory Telman,3040
Jager,2430
Fabian Dominik Schmidt,2010
Jose Moreno,2010
David Langmate,1750
Emre Nebipasagil,1750
Nicholas Michael Schreck,1530
Matthias Haenel,1530
Christian Golze,1370
Soenke Jahn,1370
Nikola Brankovic,1240
Christopher Bender,1240
Stephan Krämer,1240
Alexander Gerdshikow,1110
Lothar Sander,1110
Wolfgang Beck,1110
Florian Bach,970
Branko Samardzic,970
Michael Eleftherios,970
David Wiese,970
Thomas Neumann,840
Suksan Phusisot,840
Thomas Hunsicker,840
Ibrahim Ince,840
Wolfhard Browarczyk,710
Honkomp,710
Hael,710
Arman Zonobi,710
Vedat Coknez,710
Sami Jacobs,710
Martin Weidemann,710
Tom Philipp,710
Erkan Celebi,610
Antonio Rubiano Prada,610
Timur Cekli,610
Sasa Piljanovic,610
Adriatik Agalliu,610
Bejamin Kunert,610
Christian Rehfeldt,610
David Urban,610
Michael Koran,610
Darius Simkus,610
Mischa Schopnie,610
Costa Caballero,610
Ilia Karasin,610
Dmitry Pavlov,610
Marcel Hadler,610
Michael Brandes,610
Levent,570
Jasminko Hasanovic,570
Jaroslaw Kamil,570
Michael Oswald,570
David Kilmartin Lappin,570
Michael Wendlandt,570
Mohammad Bagher,570
Johannes Hafemeister,570
Frank Anderson,570
Thorsten,570
Sava Krink,570
Frank Jürgen Fechner,570
Thomas Pedersen,285
Oliver Sascha Kugler,285
Dinesh Alt Switzerland PokerStars player,69120
Ercan Atmaca Netherlands,43790
Germany,31650
Ismet Oral Turkey,25600
Erik Scheidt Germany PokerStars qualifier,20260
Marcel Schauenburg Germany,15590
Johnny Hansen Denmark,11610
Stephan Van Den Wyngaert Belgium,8400
George Danzer Germany Team PokerStars Pro,6800
Jan Bloch Germany PokerStars qualifier,5620
Andreas Majchrzak Germany,5620
Gisle Arne Olsen Denmark PokerStars qualifier,4880
Jonn Forst Austria,4880
Kai Schuster Germany PokerStars qualifier,4310
Robert Gorschewsky Germany,4310
David Dong Ming Yan New Zealand,3880
Andre Haneberg Germany,3880
Frank Debus Germany,3520
Miomir Saric Serbia,3520
Seung Hyun Kang South Korea,3520
Edgaras Kancaitis Lithuania,3170
Nikolas Menke Germany,3170
Goran Milovanovic Serbia,3170
Anastasios Mastroudis Greece,2810
Usman Siddique PokerStars qualifier,2810
Pablo Damian Nerro Diaz Uruguay,2810
Bartolomiej Grabowski Poland PokerStars qualifier,2810
Tamas Gonczi Hungary PokerStars qualifier,2460
Jan Christoph Von Halle Germany,2460
Marc Philipp Hammening Germany,2460
Tobias Peters Netherlands,2460
Jaroslaw Kamil Kosmaty Poland PokerStars qualifier,2100
Mehdi Tabrizizadeh Germany,2100
Marco Topic Germany,2100
Fabian Schaack Germany,2100
Rifat Palevic Sweden PokerStars qualifier,2100
Peter Jakob Germany,2100
Thorsten Walk Germany,2100
Jesper Feddersen Germany PokerStars qualifier,2100
Germany,1740
Johannes Max De Hond Netherlands PokerStars qualifier,1740
Phong Thanh Pham Vietnam,1740
Sebastian Homann Germany,1740
Georges Yazbeck Lebanon,1740
Kai Münster Germany,1740
Andreas Heitzmann Germany,1740
Monir Marie Germany,1740
Steve Buth Germany,1740
Andrey Demidov Russia,1740
Ludvik Jossund Stranden Norway,1740
Benjamin Bussenschutt Germany,1740
Tobias Schmidt Germany PokerStars player,1740
Tom Holke Germany,1740
Eike Koehler Germany PokerStars qualifier,1740
Nicholas Schreck Germany PokerStars qualifier,1740
,355990
MARCO FREESE,10695
PHONG THANH PHAM,10695
,5800
DAVID WIESE,4540
DRAGAN STANKOVIC,3660
ALIN PUSCAS,2850
STEFAN VENNEMANN,2260
DAMIR VASILJEVIC,1760
MICHAL MRAKES,1330
CEMIL CINAR,1020
ANDREAS KÖSTER,1020
VIRGO LASSNSOO,950
MIROSLAV FORMAN,950
,25788
,16260
,11660
,9260
,7260
,5690
,4280
,3040
Jager,2430
Fabian Dominik Schmidt,2010
Jose Moreno,2010
David Langmate,1750
Emre Nebipasagil,1750
Nicholas Michael Schreck,1530
Matthias Haenel,1530
Christian Golze,1370
Soenke Jahn,1370
Nikola Brankovic,1240
Christopher Bender,1240
